,f1_weighted,f1_0,f1_1,kind,metric,bal_acc,corpus
3,0.8279682993888855,0.8309329748153687,0.8252426981925964,gap_0,gap_0_s_pred_p_now,0.8302956749746822,SWB_GT
4,0.8494349718093872,0.8499841690063477,0.8489300608634949,gap_0,gap_0_s_pred_p_now,0.8511081976794923,SWB_GT
0,0.7039128541946411,0.7106820344924927,0.6976895332336426,gap_0,gap_0_s_pred_p_future,0.7072103373604985,SWB_GT
1,0.7426138520240784,0.7467084527015686,0.738849401473999,gap_0,gap_0_s_pred_p_future,0.7451859714208594,SWB_GT
2,0.7504839897155762,0.7503184676170349,0.7506361603736877,gap_0,gap_0_s_pred_p_future,0.752463281628942,SWB_GT
3,0.7026321887969971,0.7157251834869385,0.6905949115753174,gap_0,gap_0_s_pred_p_future,0.7067175795606987,SWB_GT
4,0.7273391485214233,0.7471743226051331,0.7091033458709717,gap_0,gap_0_s_pred_p_future,0.7341904504837267,SWB_GT
0,0.8548363447189331,0.9238024950027466,0.45898616313934326,gap_0,gap_0_superset_p_future,0.7266183415564618,SWB_GT
1,0.8637142777442932,0.9266190528869629,0.5026548504829407,gap_0,gap_0_superset_p_future,0.7460786906673822,SWB_GT
2,0.8627837300300598,0.9243565201759338,0.5093696713447571,gap_0,gap_0_superset_p_future,0.7531513871668194,SWB_GT
3,0.8471866250038147,0.9233275055885315,0.41015496850013733,gap_0,gap_0_superset_p_future,0.7117789143284621,SWB_GT
4,0.8581702709197998,0.9256391525268555,0.4709141254425049,gap_0,gap_0_superset_p_future,0.7396190630496924,SWB_GT
0,0.6651195883750916,0.6433566212654114,0.684467613697052,fast_shift,fast_shift_superset_p_future,0.6653741234477021,SWB_GT
1,0.6696661710739136,0.6783546805381775,0.6619418859481812,fast_shift,fast_shift_superset_p_future,0.6752812251986979,SWB_GT
2,0.6678321361541748,0.6534582376480103,0.6806108951568604,fast_shift,fast_shift_superset_p_future,0.6733215628989775,SWB_GT
3,0.657703697681427,0.6288930773735046,0.6833173036575317,fast_shift,fast_shift_superset_p_future,0.6636943444404826,SWB_GT
4,0.6727052927017212,0.663591206073761,0.6808080673217773,fast_shift,fast_shift_superset_p_future,0.6776429801052821,SWB_GT
0,0.8555524349212646,0.9251115322113037,0.463735431432724,slow_shift,slow_shift_p_future,0.731171616513447,SWB_GT
1,0.8634596467018127,0.9265375137329102,0.5081502199172974,slow_shift,slow_shift_p_future,0.7517771213181883,SWB_GT
2,0.8610238432884216,0.9278101325035095,0.4848257899284363,slow_shift,slow_shift_p_future,0.759350668115203,SWB_GT
3,0.845878541469574,0.9243383407592773,0.40392476320266724,slow_shift,slow_shift_p_future,0.7166255255046166,SWB_GT
4,0.8590983152389526,0.9224546551704407,0.5022206902503967,slow_shift,slow_shift_p_future,0.7427391607043946,SWB_GT
0,0.8487873673439026,0.9128724336624146,0.4878048896789551,slow_shift,slow_shift_p_now,0.7524729249064097,SWB_GT
1,0.851277768611908,0.9208025336265564,0.45965418219566345,slow_shift,slow_shift_p_now,0.7653020312920158,SWB_GT
2,0.8527254462242126,0.9143752455711365,0.5054602026939392,slow_shift,slow_shift_p_now,0.7643857209682527,SWB_GT
3,0.8402688503265381,0.911283016204834,0.4402558207511902,slow_shift,slow_shift_p_now,0.7272892802589929,SWB_GT
4,0.8552539348602295,0.918881356716156,0.49684908986091614,slow_shift,slow_shift_p_now,0.7632045508191343,SWB_GT
0,0.8372969627380371,0.8388730883598328,0.8358594179153442,slow_shift,slow_shift_s_pred_p_now,0.839583501258776,SWB_GT
1,0.8604110479354858,0.8543818593025208,0.8659098148345947,slow_shift,slow_shift_s_pred_p_now,0.8603081945024653,SWB_GT
2,0.8591736555099487,0.85677170753479,0.8613643646240234,slow_shift,slow_shift_s_pred_p_now,0.8601764454851617,SWB_GT
3,0.8238638639450073,0.8135364055633545,0.8332828879356384,slow_shift,slow_shift_s_pred_p_now,0.8245612491770802,SWB_GT
4,0.847663164138794,0.8458804488182068,0.8492891192436218,slow_shift,slow_shift_s_pred_p_now,0.8488861275240474,SWB_GT
0,0.7027977705001831,0.7043865323066711,0.7013487219810486,slow_shift,slow_shift_s_pred_p_future,0.7046019277090687,SWB_GT
1,0.7424689531326294,0.7478860020637512,0.7375285029411316,slow_shift,slow_shift_s_pred_p_future,0.7455693255555043,SWB_GT
2,0.7512931823730469,0.761083722114563,0.7423638701438904,slow_shift,slow_shift_s_pred_p_future,0.7554099951678388,SWB_GT
3,0.6985577344894409,0.6925081610679626,0.7040752172470093,slow_shift,slow_shift_s_pred_p_future,0.699589327674945,SWB_GT
4,0.7293300628662109,0.73863285779953,0.7208456993103027,slow_shift,slow_shift_s_pred_p_future,0.7361427242832669,SWB_GT
0,0.854308545589447,0.923336923122406,0.4585246443748474,slow_shift,slow_shift_superset_p_future,0.7273116909047643,SWB_GT
1,0.8627371788024902,0.9251944422721863,0.5046296119689941,slow_shift,slow_shift_superset_p_future,0.7462186835298548,SWB_GT
2,0.8621197938919067,0.9281792044639587,0.4833592474460602,slow_shift,slow_shift_superset_p_future,0.7528680229425424,SWB_GT
3,0.8464253544807434,0.9229515194892883,0.40765172243118286,slow_shift,slow_shift_superset_p_future,0.7115650872927088,SWB_GT
4,0.8582333922386169,0.9276273250579834,0.46035313606262207,slow_shift,slow_shift_superset_p_future,0.7402349686869488,SWB_GT
0,0.0,0.0,0.0,short_long,short_long_superset_p_future,0.0,SWB_GT
1,0.0,0.0,0.0,short_long,short_long_superset_p_future,0.0,SWB_GT
2,0.0,0.0,0.0,short_long,short_long_superset_p_future,0.0,SWB_GT
3,0.0,0.0,0.0,short_long,short_long_superset_p_future,0.0,SWB_GT
4,0.0,0.0,0.0,short_long,short_long_superset_p_future,0.0,SWB_GT
0,0.8071303963661194,0.8947213888168335,0.44341084361076355,ekstedt_events,shift_hold_p_future_after,0.7097327439931942,SWB_ASR
1,0.8186843991279602,0.8963876962661743,0.49602314829826355,ekstedt_events,shift_hold_p_future_after,0.7238416806769739,SWB_ASR
2,0.813430666923523,0.8942920565605164,0.47765567898750305,ekstedt_events,shift_hold_p_future_after,0.7255122251271038,SWB_ASR
3,0.7982252836227417,0.8830819725990295,0.4458598792552948,ekstedt_events,shift_hold_p_future_after,0.6951224301260228,SWB_ASR
4,0.8109222650527954,0.893849790096283,0.46656760573387146,ekstedt_events,shift_hold_p_future_after,0.7135989278032409,SWB_ASR
0,0.7992662191390991,0.8904852867126465,0.42048099637031555,ekstedt_events,shift_hold_p_future_before,0.6937275556433413,SWB_ASR
1,0.8049765825271606,0.8889219164848328,0.45639535784721375,ekstedt_events,shift_hold_p_future_before,0.7101135884686747,SWB_ASR
2,0.8017144799232483,0.889936625957489,0.4353741407394409,ekstedt_events,shift_hold_p_future_before,0.713038450711454,SWB_ASR
3,0.7858387231826782,0.8791826963424683,0.39823007583618164,ekstedt_events,shift_hold_p_future_before,0.6802300308408207,SWB_ASR
4,0.7998157143592834,0.8870131969451904,0.4377302825450897,ekstedt_events,shift_hold_p_future_before,0.7053939553235797,SWB_ASR
0,0.7377008199691772,0.7799680233001709,0.6933927536010742,ekstedt_events,s_pred_p_future,0.7403326787570752,SWB_ASR
1,0.7776035070419312,0.7944732308387756,0.759919285774231,ekstedt_events,s_pred_p_future,0.7771398867968118,SWB_ASR
2,0.7772150039672852,0.7846430540084839,0.7694283723831177,ekstedt_events,s_pred_p_future,0.7769227214970544,SWB_ASR
3,0.7272932529449463,0.754780650138855,0.6984785795211792,ekstedt_events,s_pred_p_future,0.7275052943667937,SWB_ASR
4,0.7528394460678101,0.7747440338134766,0.729877233505249,ekstedt_events,s_pred_p_future,0.7528050517885334,SWB_ASR
0,0.788704514503479,0.8810299038887024,0.40532544255256653,ekstedt_events,shift_hold_p_now_after,0.6969399467167667,SWB_ASR
1,0.7947022914886475,0.8927847146987915,0.3874172270298004,ekstedt_events,shift_hold_p_now_after,0.725239276865963,SWB_ASR
2,0.7960533499717712,0.8808026313781738,0.44413408637046814,ekstedt_events,shift_hold_p_now_after,0.7138452422240851,SWB_ASR
3,0.7773590683937073,0.8696433901786804,0.39415040612220764,ekstedt_events,shift_hold_p_now_after,0.688079043016957,SWB_ASR
4,0.7935045957565308,0.8823878765106201,0.4244185984134674,ekstedt_events,shift_hold_p_now_after,0.7088917367441239,SWB_ASR
0,0.7791253924369812,0.8724831938743591,0.39145907759666443,ekstedt_events,shift_hold_p_now_before,0.6851411554654196,SWB_ASR
1,0.7720253467559814,0.8754949569702148,0.34237024188041687,ekstedt_events,shift_hold_p_now_before,0.7013329751049413,SWB_ASR
2,0.7741807699203491,0.862524688243866,0.40733465552330017,ekstedt_events,shift_hold_p_now_before,0.6955190216165692,SWB_ASR
3,0.762547492980957,0.8591210246086121,0.3615279793739319,ekstedt_events,shift_hold_p_now_before,0.6744730387773162,SWB_ASR
4,0.7789320349693298,0.878707766532898,0.36461538076400757,ekstedt_events,shift_hold_p_now_before,0.6953784649265373,SWB_ASR
0,0.8191699981689453,0.8340961337089539,0.803523063659668,ekstedt_events,s_pred_p_now,0.8185653228601133,SWB_ASR
1,0.8554782271385193,0.8574923276901245,0.8533669114112854,ekstedt_events,s_pred_p_now,0.8555981671864772,SWB_ASR
2,0.8478895425796509,0.8542534112930298,0.8412184119224548,ekstedt_events,s_pred_p_now,0.847476801047322,SWB_ASR
3,0.8175882697105408,0.8305378556251526,0.8040133714675903,ekstedt_events,s_pred_p_now,0.8169812483154288,SWB_ASR
4,0.8271517157554626,0.8374269008636475,0.8163804411888123,ekstedt_events,s_pred_p_now,0.8265696353625198,SWB_ASR
0,0.6858997941017151,0.696007251739502,0.6728515625,ekstedt_events,backchannel,0.694874899257383,SWB_ASR
1,0.6963862180709839,0.7245636582374573,0.6600105166435242,ekstedt_events,backchannel,0.7074263499510678,SWB_ASR
2,0.7105507850646973,0.7364374399185181,0.6771323680877686,ekstedt_events,backchannel,0.7105673608312706,SWB_ASR
3,0.7106449604034424,0.7492842674255371,0.660763680934906,ekstedt_events,backchannel,0.7148246358873985,SWB_ASR
4,0.6934971809387207,0.6947565674781799,0.6918714642524719,ekstedt_events,backchannel,0.7040793563985954,SWB_ASR
0,0.6320297718048096,0.6714285612106323,0.595984935760498,ekstedt_events,short_long,0.6522011189634864,SWB_ASR
1,0.6609943509101868,0.7083333134651184,0.6176853179931641,ekstedt_events,short_long,0.6764214237845741,SWB_ASR
2,0.6596838235855103,0.6975088715553284,0.6250787377357483,ekstedt_events,short_long,0.6778258397303115,SWB_ASR
3,0.6906307935714722,0.7269969582557678,0.6573604345321655,ekstedt_events,short_long,0.7025341679866781,SWB_ASR
4,0.582078754901886,0.5742120146751404,0.5892758369445801,ekstedt_events,short_long,0.6031455617156086,SWB_ASR
0,0.5465348958969116,0.34418603777885437,0.683146059513092,roddy_events,overlaps_before_p_now,0.5250435734005063,SWB_ASR
1,0.5515786409378052,0.3558282256126404,0.6837349534034729,roddy_events,overlaps_before_p_now,0.5294581631744335,SWB_ASR
2,0.5581859350204468,0.41576087474823,0.6543408632278442,roddy_events,overlaps_before_p_now,0.5360609645942267,SWB_ASR
3,0.5623101592063904,0.33445945382118225,0.7161383032798767,roddy_events,overlaps_before_p_now,0.5445339236415913,SWB_ASR
4,0.5412629842758179,0.45400238037109375,0.6001749634742737,roddy_events,overlaps_before_p_now,0.5350877192982456,SWB_ASR
0,0.6348115801811218,0.590347945690155,0.6648301482200623,roddy_events,overlaps_before_p_future,0.6403381550322507,SWB_ASR
1,0.6352512240409851,0.5621230602264404,0.684622049331665,roddy_events,overlaps_before_p_future,0.634632265944048,SWB_ASR
2,0.6426546573638916,0.5654834508895874,0.694754958152771,roddy_events,overlaps_before_p_future,0.6403699604340801,SWB_ASR
3,0.630064070224762,0.565371036529541,0.673740029335022,roddy_events,overlaps_before_p_future,0.6270625803086396,SWB_ASR
4,0.6293209791183472,0.5559566617012024,0.6788511872291565,roddy_events,overlaps_before_p_future,0.6278767985954734,SWB_ASR
0,0.5101686716079712,0.2278480976819992,0.7007708549499512,roddy_events,overlaps_after_p_now,0.5090327341195628,SWB_ASR
1,0.5112093091011047,0.2567567527294159,0.6829971075057983,roddy_events,overlaps_after_p_now,0.5,SWB_ASR
2,0.5197550058364868,0.2819672226905823,0.6802919507026672,roddy_events,overlaps_after_p_now,0.5134854903756854,SWB_ASR
3,0.5178848505020142,0.26279863715171814,0.6901004314422607,roddy_events,overlaps_after_p_now,0.5066791343841838,SWB_ASR
4,0.5078427195549011,0.23550087213516235,0.6917080283164978,roddy_events,overlaps_after_p_now,0.5137081281884915,SWB_ASR
0,0.6423341035842896,0.5834305882453918,0.6821014881134033,roddy_events,overlaps_after_p_future,0.6557192473569711,SWB_ASR
1,0.6586864590644836,0.6265060305595398,0.6804123520851135,roddy_events,overlaps_after_p_future,0.6797832143811304,SWB_ASR
2,0.6538914442062378,0.5804877877235413,0.7034482955932617,roddy_events,overlaps_after_p_future,0.667220080658499,SWB_ASR
3,0.6159603595733643,0.5290482044219971,0.6746370792388916,roddy_events,overlaps_after_p_future,0.6173682938310243,SWB_ASR
4,0.6409168839454651,0.5758293867111206,0.6848591566085815,roddy_events,overlaps_after_p_future,0.6374565856265028,SWB_ASR
0,0.7583667039871216,0.8132911324501038,0.6746323704719543,roddy_events,overlap_spred_before_p_future,0.7424050359536594,SWB_ASR
1,0.7627720236778259,0.8103727698326111,0.6902030110359192,roddy_events,overlap_spred_before_p_future,0.7469994798034145,SWB_ASR
2,0.7610382437705994,0.8101129531860352,0.6862221956253052,roddy_events,overlap_spred_before_p_future,0.7477722628175876,SWB_ASR
3,0.7341368794441223,0.802874743938446,0.6293436288833618,roddy_events,overlap_spred_before_p_future,0.7188797557141811,SWB_ASR
4,0.7756571769714355,0.8205405473709106,0.7072310447692871,roddy_events,overlap_spred_before_p_future,0.7604541673004801,SWB_ASR
0,0.8412401676177979,0.9155484437942505,0.4548022747039795,gap_0,gap_0_p_future,0.7232813835223324,SWB_ASR
1,0.8449501991271973,0.912856936454773,0.49180328845977783,gap_0,gap_0_p_future,0.7430087434115471,SWB_ASR
2,0.8427628874778748,0.9114860892295837,0.48537003993988037,gap_0,gap_0_p_future,0.7411250817605495,SWB_ASR
3,0.8304013013839722,0.9077442288398743,0.42818182706832886,gap_0,gap_0_p_future,0.7098178221076752,SWB_ASR
4,0.8428608179092407,0.9181422591209412,0.45136186480522156,gap_0,gap_0_p_future,0.7262784154389859,SWB_ASR
0,0.8262843489646912,0.9026535749435425,0.4291287362575531,gap_0,gap_0_p_now,0.7387637392213742,SWB_ASR
1,0.8202781677246094,0.9009565711021423,0.40071237087249756,gap_0,gap_0_p_now,0.7499975532267515,SWB_ASR
2,0.8229056000709534,0.8964226841926575,0.4405820667743683,gap_0,gap_0_p_now,0.7463087035438828,SWB_ASR
3,0.8112789392471313,0.8906797766685486,0.3983573019504547,gap_0,gap_0_p_now,0.7254983369606501,SWB_ASR
4,0.828903317451477,0.9076269865036011,0.41950321197509766,gap_0,gap_0_p_now,0.7409341744887747,SWB_ASR
0,0.8305289149284363,0.8311482071876526,0.8299319744110107,gap_0,gap_0_s_pred_p_now,0.8308875963986979,SWB_ASR
1,0.8564330339431763,0.8527004718780518,0.8600311279296875,gap_0,gap_0_s_pred_p_now,0.8562793458215621,SWB_ASR
2,0.844897449016571,0.8420625329017639,0.8476302623748779,gap_0,gap_0_s_pred_p_now,0.8448514523338932,SWB_ASR
3,0.8235256671905518,0.8286821842193604,0.8185549974441528,gap_0,gap_0_s_pred_p_now,0.8245678876479259,SWB_ASR
4,0.8305354118347168,0.8308794498443604,0.8302037715911865,gap_0,gap_0_s_pred_p_now,0.8308583340701927,SWB_ASR
0,0.739679217338562,0.771530270576477,0.7089754939079285,gap_0,gap_0_s_pred_p_future,0.7464788194813317,SWB_ASR
1,0.7796067595481873,0.7860465049743652,0.7733989953994751,gap_0,gap_0_s_pred_p_future,0.7808397906598463,SWB_ASR
2,0.7734084129333496,0.786092221736908,0.7611814141273499,gap_0,gap_0_s_pred_p_future,0.7755922917937617,SWB_ASR
3,0.7260440587997437,0.739047646522522,0.7135089635848999,gap_0,gap_0_s_pred_p_future,0.7308393771704219,SWB_ASR
4,0.7548670768737793,0.7618308663368225,0.7481542229652405,gap_0,gap_0_s_pred_p_future,0.7560666850298381,SWB_ASR
0,0.8256423473358154,0.8988375663757324,0.4932815730571747,gap_0,gap_0_superset_p_future,0.7252672100529852,SWB_ASR
1,0.8271111845970154,0.8993136286735535,0.4992579519748688,gap_0,gap_0_superset_p_future,0.7380617594861105,SWB_ASR
2,0.8253617286682129,0.903710663318634,0.4695989787578583,gap_0,gap_0_superset_p_future,0.737010321918196,SWB_ASR
3,0.8107105493545532,0.8969753980636597,0.4190036356449127,gap_0,gap_0_superset_p_future,0.7096897067166994,SWB_ASR
4,0.8252811431884766,0.9046196937561035,0.4650246202945709,gap_0,gap_0_superset_p_future,0.731160535985409,SWB_ASR
0,0.6629019975662231,0.5016995072364807,0.747154176235199,fast_shift,fast_shift_superset_p_future,0.6387828106852498,SWB_ASR
1,0.6599441170692444,0.5210728049278259,0.7325249910354614,fast_shift,fast_shift_superset_p_future,0.6478792102206736,SWB_ASR
2,0.6698669195175171,0.48950037360191345,0.7641351819038391,fast_shift,fast_shift_superset_p_future,0.6482229965156794,SWB_ASR
3,0.6615692377090454,0.49237170815467834,0.75,fast_shift,fast_shift_superset_p_future,0.6197909407665505,SWB_ASR
4,0.6633533835411072,0.4718934893608093,0.763419508934021,fast_shift,fast_shift_superset_p_future,0.632232288037166,SWB_ASR
0,0.8412401676177979,0.9155484437942505,0.4548022747039795,slow_shift,slow_shift_p_future,0.7232813835223324,SWB_ASR
1,0.8449501991271973,0.912856936454773,0.49180328845977783,slow_shift,slow_shift_p_future,0.7430087434115471,SWB_ASR
2,0.8427628874778748,0.9114860892295837,0.48537003993988037,slow_shift,slow_shift_p_future,0.7411250817605495,SWB_ASR
3,0.8304013013839722,0.9077442288398743,0.42818182706832886,slow_shift,slow_shift_p_future,0.7098178221076752,SWB_ASR
4,0.8428608179092407,0.9181422591209412,0.45136186480522156,slow_shift,slow_shift_p_future,0.7262784154389859,SWB_ASR
