,file,augmentation
55,turn-taking-projects/candor_wav/20c21d82-037a-4faf-a439-e8be15daf201.wav,-1
56,turn-taking-projects/candor_wav/c52cd295-df74-4e99-b31f-34ae824a1418.wav,-1
57,turn-taking-projects/candor_wav/f5880665-780d-4951-b207-89f98095021f.wav,-1
58,turn-taking-projects/candor_wav/30398fc0-0fea-4f6d-b9b5-9f8608725e3a.wav,-1
59,turn-taking-projects/candor_wav/5851d203-c634-4af0-af0c-cb76d52f02a7.wav,speech
60,turn-taking-projects/candor_wav/cfe728db-9f7c-4932-91f2-a0d2b22ea7a7.wav,-1
61,turn-taking-projects/candor_wav/00ae2f18-9599-4df6-8e3a-6936c86b97f0.wav,speech
62,turn-taking-projects/candor_wav/a1d896c8-6307-47b9-8920-0df5711298cb.wav,-1
63,turn-taking-projects/candor_wav/2ea08e99-5f68-48d4-af42-0f4d31f1e148.wav,-1
64,turn-taking-projects/candor_wav/eed245eb-8212-451f-bf06-320da3153b75.wav,speech
65,turn-taking-projects/candor_wav/cabb80fc-56dd-4d9e-a422-a59ef6f40690.wav,-1
66,turn-taking-projects/candor_wav/5a307dec-0265-4dab-ade6-bc6392695c9e.wav,babble
67,turn-taking-projects/candor_wav/6869191b-8311-44a8-8252-0ee12a1ef3ba.wav,-1
68,turn-taking-projects/candor_wav/47e11fd0-9ceb-4ffa-ad74-0203e28427b3.wav,-1
69,turn-taking-projects/candor_wav/ce3f05bf-184f-4ca0-beb7-87635cc93f55.wav,-1
70,turn-taking-projects/candor_wav/51321ba6-c9a6-4aef-9908-25330349aa73.wav,-1
71,turn-taking-projects/candor_wav/c97f8a32-6249-409c-b042-aaed261c3f64.wav,-1
72,turn-taking-projects/candor_wav/763e8646-5acc-465f-8a86-68140f28a301.wav,-1
73,turn-taking-projects/candor_wav/8e921771-ab17-4891-9262-56530800ac00.wav,babble
74,turn-taking-projects/candor_wav/4f4d07f8-cd05-4330-b446-6b314915be49.wav,-1
75,turn-taking-projects/candor_wav/08faa0ab-2bfc-45f2-8286-715209b26de2.wav,-1
76,turn-taking-projects/candor_wav/0bfe2cba-bf84-4a8b-887d-f19378aa07d8.wav,-1
77,turn-taking-projects/candor_wav/061b2400-4107-4662-99cc-3c5ec58c8f93.wav,speech
78,turn-taking-projects/candor_wav/bcb7c44b-e360-4e14-a40c-91da05b6289e.wav,babble
79,turn-taking-projects/candor_wav/a003874c-1d39-4924-857f-94a865951ae9.wav,-1
80,turn-taking-projects/candor_wav/828619fd-7bda-44a3-a123-e754026bfcab.wav,-1
81,turn-taking-projects/candor_wav/01a62310-06c3-4b69-9d75-50f1e2f1dabf.wav,music
82,turn-taking-projects/candor_wav/a97dac88-0376-41e8-9bfc-dba6c4c0250f.wav,-1
83,turn-taking-projects/candor_wav/f7862616-6c5f-4b90-9b62-1fb0cbcc9a62.wav,-1
84,turn-taking-projects/candor_wav/100af445-702a-4fbd-8474-ec3d17e9490e.wav,-1
85,turn-taking-projects/candor_wav/a1a0b592-b2dc-4abe-bb4f-a29ecb6e88fa.wav,-1
86,turn-taking-projects/candor_wav/32e6806f-7402-4615-b02f-98d39af02b34.wav,speech
87,turn-taking-projects/candor_wav/f7401e31-88f5-42aa-93f5-782981968f72.wav,speech
88,turn-taking-projects/candor_wav/acebfbb3-0fab-493a-abd4-396e7cb6ce99.wav,-1
89,turn-taking-projects/candor_wav/b9f36d06-264d-4556-a0f6-3aec69305070.wav,-1
90,turn-taking-projects/candor_wav/c42c493a-51d3-43d1-9942-0ad8c30412f4.wav,-1
91,turn-taking-projects/candor_wav/1d8d3279-e796-4d53-ba7f-3e633e7f8452.wav,-1
92,turn-taking-projects/candor_wav/a817f8f3-e988-4799-a15b-e75caa1257da.wav,-1
93,turn-taking-projects/candor_wav/fce13627-0b42-435c-898c-235aa351b8fb.wav,-1
94,turn-taking-projects/candor_wav/ef7ccfba-6aef-410d-87ce-2b2d85b417c4.wav,-1
95,turn-taking-projects/candor_wav/ffe5cccf-82b3-4938-a2e9-38335d188e44.wav,-1
96,turn-taking-projects/candor_wav/9a14411e-f7e2-4614-bdeb-a4a0a8f7e623.wav,-1
97,turn-taking-projects/candor_wav/a83e63c0-6a89-4f9d-aedb-1612fa097fb0.wav,-1
98,turn-taking-projects/candor_wav/6508345e-7d24-4a45-93da-250485492e38.wav,-1
99,turn-taking-projects/candor_wav/ae5bb5aa-c979-4469-b4ca-09ceb8b4145f.wav,-1
100,turn-taking-projects/candor_wav/24be1878-43b6-4f03-b6c1-8ddf08dcc5c1.wav,babble
101,turn-taking-projects/candor_wav/a56b2f30-45f4-4ab7-8e3d-21499dcc1c00.wav,-1
102,turn-taking-projects/candor_wav/a8855c03-359f-42d9-af04-e459f9547107.wav,-1
103,turn-taking-projects/candor_wav/c856dd05-9593-4c6e-9ee3-2676d15618d2.wav,-1
104,turn-taking-projects/candor_wav/3f0961fd-c5b8-416a-9485-2b58bf333c71.wav,-1
105,turn-taking-projects/candor_wav/f0948185-674d-4bab-afab-9775ca17f21d.wav,-1
106,turn-taking-projects/candor_wav/34a130d2-e750-44d9-923c-97ccdc55f60d.wav,-1
107,turn-taking-projects/candor_wav/39679832-1a7b-4596-a70b-89fa8c40a6f7.wav,-1
108,turn-taking-projects/candor_wav/bc9b8e44-6ea0-4b80-a7b7-ae728e6f230f.wav,-1
109,turn-taking-projects/candor_wav/5e184765-66fa-4a74-9c68-410aafe76be4.wav,-1
110,turn-taking-projects/candor_wav/16f12fd9-54ee-44f0-963c-073c4b717635.wav,-1
111,turn-taking-projects/candor_wav/71f24b04-6488-4601-a739-741e402bcc3e.wav,-1
112,turn-taking-projects/candor_wav/fd4d237f-c3fa-4775-a89e-0c905df65137.wav,-1
113,turn-taking-projects/candor_wav/89d49611-6307-425e-b47f-69d9b317573d.wav,speech
114,turn-taking-projects/candor_wav/0d0c3cc7-667b-483e-a2f1-7028ecbed62e.wav,-1
115,turn-taking-projects/candor_wav/a7602f19-a879-4ec7-8653-dfb750095c6e.wav,-1
116,turn-taking-projects/candor_wav/202d99fa-91ea-4893-a15f-365039e198b6.wav,-1
117,turn-taking-projects/candor_wav/40e347bb-13d7-44bf-859c-19f70a470f66.wav,-1
118,turn-taking-projects/candor_wav/0f6c2eb4-5e44-46c7-8ea5-ddb74702beee.wav,-1
119,turn-taking-projects/candor_wav/9ac941a3-3b04-4bb0-8cb1-d6dcc2583b93.wav,babble
120,turn-taking-projects/candor_wav/f14f96b7-6015-4036-af86-3c85957d81a3.wav,-1
121,turn-taking-projects/candor_wav/3de1bfb4-526d-4d0b-93d0-7f763b9a6de7.wav,-1
122,turn-taking-projects/candor_wav/012dd705-ee62-49f6-8016-cf2e3cc066e4.wav,-1
123,turn-taking-projects/candor_wav/f00b3876-dfb4-42e9-8129-3074aa5d2dc3.wav,-1
124,turn-taking-projects/candor_wav/25262e9d-0157-4bc2-a7aa-ce0f1509e075.wav,-1
125,turn-taking-projects/candor_wav/c0c54a77-1d33-41a4-8e13-92a4840e82b8.wav,-1
126,turn-taking-projects/candor_wav/93f3cf2c-cc98-4177-863d-28b32f36cf36.wav,-1
127,turn-taking-projects/candor_wav/7a8dd066-fca4-4185-9e7b-374f5401d3f2.wav,-1
128,turn-taking-projects/candor_wav/afa4d802-a9ed-4b0b-a607-b5f16d899275.wav,-1
129,turn-taking-projects/candor_wav/8f6efa76-f5ce-4d71-9dbf-c1b8670cca44.wav,-1
130,turn-taking-projects/candor_wav/7f32f80f-9412-43c2-87c1-df810a781a94.wav,-1
131,turn-taking-projects/candor_wav/e5501c94-8b1d-4a14-b2ad-d21cb173b87d.wav,-1
132,turn-taking-projects/candor_wav/4aba58d9-49c6-40f2-9c18-2676eebeac58.wav,music
133,turn-taking-projects/candor_wav/e82562f4-0dca-4356-83f4-11753a790e79.wav,-1
134,turn-taking-projects/candor_wav/69afe09f-da8f-4d79-9a1e-fb2bddf27924.wav,-1
135,turn-taking-projects/candor_wav/1a4f9ccc-8bac-4733-802d-b93c2781302d.wav,-1
136,turn-taking-projects/candor_wav/a4b3c1c3-99e4-4542-a55b-c1d65e8d778f.wav,-1
137,turn-taking-projects/candor_wav/75a06a7f-4480-4a5c-abc2-dbe2814a0eff.wav,speech
138,turn-taking-projects/candor_wav/f76670bc-ca12-43d2-82bc-5dee002ce10c.wav,babble
139,turn-taking-projects/candor_wav/1f44e120-3ee1-46dc-9288-0f1b1d03cdbf.wav,-1
140,turn-taking-projects/candor_wav/0235bac2-3469-447b-adae-e39559adfa4a.wav,-1
141,turn-taking-projects/candor_wav/1de1781f-ae79-4467-9724-f0808b7f55d7.wav,-1
142,turn-taking-projects/candor_wav/baf65544-754a-4969-8a8d-41fcc64e83c2.wav,speech
143,turn-taking-projects/candor_wav/3ce23d92-f8bb-4d74-b428-57f723fe4ad4.wav,-1
144,turn-taking-projects/candor_wav/4bd7aa3d-2806-4365-879c-20de488bf595.wav,-1
145,turn-taking-projects/candor_wav/5f61a48c-b11b-460e-a4d7-9ef5ca9d857b.wav,speech
146,turn-taking-projects/candor_wav/933db294-d447-4152-b79a-f102fabf925a.wav,-1
147,turn-taking-projects/candor_wav/c5972417-388c-4b2a-9218-543268c3ee9a.wav,speech
148,turn-taking-projects/candor_wav/d7a96d59-d94f-4e56-b7c4-6e056c561f58.wav,-1
149,turn-taking-projects/candor_wav/22938143-89e2-445c-b3cc-d3503abeda83.wav,babble
150,turn-taking-projects/candor_wav/b08ece6b-6cfa-4de6-97fb-e0591335a9f1.wav,-1
151,turn-taking-projects/candor_wav/f30fb5e1-9bf8-462f-8c8b-fbfd849f10da.wav,-1
152,turn-taking-projects/candor_wav/f84ed43d-38b0-4f89-aca3-32bd12d8e4fa.wav,music
153,turn-taking-projects/candor_wav/c2e52da0-6e7d-4dea-8b1f-f0b137b89c5b.wav,-1
154,turn-taking-projects/candor_wav/4f843d30-3b1c-426e-8c0b-67219f6e91ad.wav,speech
155,turn-taking-projects/candor_wav/f95009b1-6e27-46f9-bf78-bcef2b36762a.wav,-1
156,turn-taking-projects/candor_wav/777e03b5-425e-43eb-af4f-d8dbb313c319.wav,-1
157,turn-taking-projects/candor_wav/fd42065f-89ea-4675-861a-99c4a3c7c7ed.wav,-1
158,turn-taking-projects/candor_wav/b8f9aeaf-a914-45bb-9d7c-7ef83b82f8d3.wav,-1
159,turn-taking-projects/candor_wav/a13226d6-ad1f-4952-8f86-cba2bb920f69.wav,-1
160,turn-taking-projects/candor_wav/601dd44f-db11-48d6-b150-d8959e05c97f.wav,music
161,turn-taking-projects/candor_wav/aa0147bf-1fd7-4690-a994-8d5a31592cf5.wav,speech
162,turn-taking-projects/candor_wav/f7d7f6ce-ff6e-4c5e-87dc-949399e0573b.wav,-1
163,turn-taking-projects/candor_wav/047ad63e-bcb7-47c8-9e54-f53572e1ad5f.wav,-1
164,turn-taking-projects/candor_wav/b0e3268b-24b6-44e0-8ae2-584250d63247.wav,-1
165,turn-taking-projects/candor_wav/dee6cc80-0663-4306-9d62-6d06e4c1ed92.wav,-1
166,turn-taking-projects/candor_wav/bf3653db-8cae-4ee8-a478-5f3b36390f76.wav,-1
167,turn-taking-projects/candor_wav/dc4d280b-baf7-4173-aa45-e80b18fc495c.wav,-1
168,turn-taking-projects/candor_wav/dc7283c5-28bf-4aaa-950b-de4ba9e1d18a.wav,babble
169,turn-taking-projects/candor_wav/48a4206e-f458-4736-93fd-02436b76cfb8.wav,music
170,turn-taking-projects/candor_wav/06a5a69a-362d-4947-b16d-d1d09dc075ec.wav,-1
171,turn-taking-projects/candor_wav/d4524fa6-76bf-49fd-af90-16da6d81b37c.wav,-1
172,turn-taking-projects/candor_wav/565376e1-b61b-4327-976b-c548ea3b4708.wav,-1
173,turn-taking-projects/candor_wav/885e4bf4-6eeb-4479-bd52-147a0f6748fd.wav,-1
174,turn-taking-projects/candor_wav/798a58fb-2c59-486b-8fef-1da18e38771a.wav,babble
175,turn-taking-projects/candor_wav/002d68da-7738-4177-89d9-d72ae803e0e4.wav,-1
176,turn-taking-projects/candor_wav/56529e73-480c-43fa-b313-a0bd3d8f033e.wav,-1
177,turn-taking-projects/candor_wav/96932864-9299-4c8d-87d0-1e45b16052d3.wav,-1
178,turn-taking-projects/candor_wav/a6f97713-f548-4833-9f9d-62f25dc91a44.wav,-1
179,turn-taking-projects/candor_wav/6a787b82-62d0-47fa-8def-b386a91b410c.wav,speech
180,turn-taking-projects/candor_wav/77f35248-1a74-45ae-b3b2-dfa5433093e3.wav,-1
181,turn-taking-projects/candor_wav/f20b9d00-011b-4458-89e5-5c671e403f95.wav,-1
182,turn-taking-projects/candor_wav/93c0b0ae-6a00-4ec6-bd85-1e6dccac93e4.wav,-1
183,turn-taking-projects/candor_wav/cc7ea669-d658-4508-8d31-87c646bc580e.wav,-1
184,turn-taking-projects/candor_wav/bc7e2c9b-4435-412b-a9e8-78fe86437610.wav,-1
185,turn-taking-projects/candor_wav/727612fd-fe1b-4d87-88bb-c2f2704c0efd.wav,-1
186,turn-taking-projects/candor_wav/36c3cfe4-4773-486f-a4c2-28473afbb94c.wav,-1
187,turn-taking-projects/candor_wav/bc13c3ce-399c-4db4-bbd8-a6f21da2ad6e.wav,-1
188,turn-taking-projects/candor_wav/5fbf2610-3844-47ee-954d-e39520ea09c9.wav,-1
189,turn-taking-projects/candor_wav/4a348e90-7a79-4939-817f-f478f452da40.wav,music
190,turn-taking-projects/candor_wav/502b06e6-7054-4f5b-9558-a0dc66c0164c.wav,-1
191,turn-taking-projects/candor_wav/fcdd8b20-100e-42a9-b790-ddd606f6bbe4.wav,-1
192,turn-taking-projects/candor_wav/4cc6a596-48b7-449b-b6af-a27263c72021.wav,-1
193,turn-taking-projects/candor_wav/0baae204-e051-464a-982d-70df8b90608b.wav,-1
194,turn-taking-projects/candor_wav/33e8c5c6-876b-4764-b725-949d2e4a2669.wav,-1
195,turn-taking-projects/candor_wav/19c78684-fc44-482c-a0d3-d19223b4ba65.wav,-1
196,turn-taking-projects/candor_wav/e9edb4f0-3d9e-4539-a9b0-f77bfff6c55f.wav,-1
197,turn-taking-projects/candor_wav/d2e4b399-133b-426f-a551-af6c6364a3ca.wav,-1
198,turn-taking-projects/candor_wav/e0aedb36-11c5-4fb7-a366-cc077f9cc7e4.wav,-1
199,turn-taking-projects/candor_wav/14129310-675c-4ae1-b82d-d934b98ae14b.wav,music
200,turn-taking-projects/candor_wav/91ec4843-5cb0-4792-962a-21fb69435204.wav,-1
201,turn-taking-projects/candor_wav/c7724594-f71e-4881-b524-da59460aeb7c.wav,-1
202,turn-taking-projects/candor_wav/1bd0be8a-e85c-4c7e-a965-a87dd64992e7.wav,-1
203,turn-taking-projects/candor_wav/82af78ef-4d4f-4bd3-8d20-7daa70adff61.wav,babble
204,turn-taking-projects/candor_wav/722c57d7-fe54-41b3-b3d1-04830c2b3148.wav,-1
205,turn-taking-projects/candor_wav/8942bbbe-ac20-48ab-9c7c-c69098c99a42.wav,music
206,turn-taking-projects/candor_wav/152e9736-6632-4049-b7d6-58b721f7a146.wav,-1
207,turn-taking-projects/candor_wav/acd5c3b5-c080-4ab4-98ca-4099c2711591.wav,-1
208,turn-taking-projects/candor_wav/45389a74-f82e-4a2a-b553-5eea7be9e935.wav,speech
209,turn-taking-projects/candor_wav/e7247d72-9b95-4d9b-bb40-f60595457fe5.wav,-1
210,turn-taking-projects/candor_wav/115ba192-7e26-497b-85b2-adf378b33387.wav,-1
211,turn-taking-projects/candor_wav/48f6f030-7973-4888-ac2a-0099e8636b88.wav,-1
212,turn-taking-projects/candor_wav/d5e05d2b-ef25-4013-a24d-ab22a1e6b323.wav,-1
213,turn-taking-projects/candor_wav/ff6acf35-cfce-4d87-b04e-2bf91f1926ba.wav,-1
214,turn-taking-projects/candor_wav/b9e0eaaa-1013-4a5f-97b7-f1aaa7a04442.wav,babble
215,turn-taking-projects/candor_wav/adba8838-0c7e-4013-9734-46dfd60dd668.wav,-1
216,turn-taking-projects/candor_wav/1f8de023-817f-4a7b-aefd-bcb1184a1d9a.wav,speech
217,turn-taking-projects/candor_wav/a486867c-c6b4-47c1-a43a-8ceba0eb03f6.wav,-1
218,turn-taking-projects/candor_wav/19378a93-9f81-49c0-8433-674ea8bfdda6.wav,babble
219,turn-taking-projects/candor_wav/d74b69d3-263d-48c8-8ca2-712a6622cba4.wav,-1
220,turn-taking-projects/candor_wav/1c0af8fb-1c26-443b-b732-0f6649116972.wav,-1
221,turn-taking-projects/candor_wav/f1f6de10-a5a9-42a2-a9e5-dd969e37171b.wav,-1
222,turn-taking-projects/candor_wav/bfc889bf-d5e4-498b-9322-5bd5fb6602eb.wav,-1
223,turn-taking-projects/candor_wav/fe48d51b-6cac-4667-afaf-dad93205ba33.wav,-1
224,turn-taking-projects/candor_wav/92a95acb-06cf-48b6-bc49-c78d972b64d0.wav,-1
225,turn-taking-projects/candor_wav/ffe29987-3502-4f72-9987-cc5208ae3880.wav,babble
226,turn-taking-projects/candor_wav/ece26856-e9b0-47d6-a5aa-6090a01adb50.wav,-1
227,turn-taking-projects/candor_wav/b3f30e0c-7251-449a-8af3-61c81e2c2d3f.wav,babble
228,turn-taking-projects/candor_wav/2f72249c-39e1-4aab-a942-200e3ae2424c.wav,-1
229,turn-taking-projects/candor_wav/43f39618-a519-4bb6-b734-f834d0c641a2.wav,-1
230,turn-taking-projects/candor_wav/3049cb21-cec9-46b6-ace5-8b97f4fd6165.wav,babble
231,turn-taking-projects/candor_wav/33d4bd03-1a0b-4252-9ebb-9ab864a57a7e.wav,-1
232,turn-taking-projects/candor_wav/11d12d5d-4913-4134-a768-79d47cb72374.wav,-1
233,turn-taking-projects/candor_wav/89a5a032-cac4-4c02-8dce-9ef2f156475a.wav,-1
234,turn-taking-projects/candor_wav/2f9de920-25a3-4bb4-b7a8-eb83e5d0cfe2.wav,-1
235,turn-taking-projects/candor_wav/b92a443a-5a53-476c-98e0-0f2605c0af2f.wav,-1
236,turn-taking-projects/candor_wav/e3d51608-a157-4a40-bdc2-ebe228d34597.wav,music
237,turn-taking-projects/candor_wav/8579117f-bc62-4472-a9d6-731b627f4ed0.wav,-1
238,turn-taking-projects/candor_wav/b203b772-6ac9-459d-875e-558a84b4b4f0.wav,-1
239,turn-taking-projects/candor_wav/8bc5f32a-afbc-40d0-9037-9baef0e7182c.wav,-1
240,turn-taking-projects/candor_wav/b524d604-a7b4-4b11-80e5-0a0fe43c5c13.wav,music
241,turn-taking-projects/candor_wav/f63a30a5-effc-43eb-a257-0029f48746ce.wav,speech
242,turn-taking-projects/candor_wav/269bc7df-9b19-4879-88c7-4474dbd62f67.wav,-1
243,turn-taking-projects/candor_wav/aef61369-9cd8-4cf2-8f59-6e8dac594ae9.wav,-1
244,turn-taking-projects/candor_wav/cb056010-c50e-4e80-b639-bb178a2b9330.wav,-1
245,turn-taking-projects/candor_wav/725694cc-a541-4e33-88d8-0cfa283df918.wav,-1
246,turn-taking-projects/candor_wav/2ca8ec4a-32b5-4a96-ae8e-73b5322c993c.wav,-1
247,turn-taking-projects/candor_wav/667e28f1-58df-4e0a-bef3-77686aede2e2.wav,-1
248,turn-taking-projects/candor_wav/f2d25dbf-c07a-47cd-a95f-41a60593a6e2.wav,speech
249,turn-taking-projects/candor_wav/ebf0db45-682e-4a93-a62f-840a49e6914e.wav,-1
250,turn-taking-projects/candor_wav/9c86967e-584f-4f82-9641-5687a9a4652c.wav,babble
251,turn-taking-projects/candor_wav/566e32b6-1a77-4609-946e-286919e54bcc.wav,-1
252,turn-taking-projects/candor_wav/5348de6b-afa5-4c36-8087-cd3bf94eedfd.wav,-1
253,turn-taking-projects/candor_wav/4fcd1092-0958-4eb2-9d74-effc30cdbef2.wav,-1
254,turn-taking-projects/candor_wav/1e606ba1-3721-4da1-b721-d2530c1546bd.wav,-1
255,turn-taking-projects/candor_wav/141ea746-d1f1-402d-9b0a-a4cdb0b1c4f0.wav,speech
256,turn-taking-projects/candor_wav/55521b6c-25dd-4a59-a606-aa093a02d8eb.wav,-1
257,turn-taking-projects/candor_wav/bc407384-6ae0-4cbf-8bdd-5967aa01c1a8.wav,-1
258,turn-taking-projects/candor_wav/5a69b66a-61bc-45b5-98bd-ffb14fb1e1ec.wav,speech
259,turn-taking-projects/candor_wav/e7b266e9-d36e-4e2e-b6f5-3adde88c8f27.wav,music
260,turn-taking-projects/candor_wav/2e88ace6-b04e-4c21-9758-09f03b8b33b6.wav,-1
261,turn-taking-projects/candor_wav/67836c1d-1334-41a0-a33a-4f788e8b6fb3.wav,-1
262,turn-taking-projects/candor_wav/11cb78ed-49fb-4634-8a7a-3c59109563b5.wav,-1
263,turn-taking-projects/candor_wav/750ea6bf-51b3-40b3-8c01-56517226db01.wav,-1
264,turn-taking-projects/candor_wav/1c76c243-3a37-4416-87d3-2e4eac7d2f3e.wav,-1
265,turn-taking-projects/candor_wav/47617931-c2c7-4ae5-8648-5a9aab0498e9.wav,-1
266,turn-taking-projects/candor_wav/01e64778-2ce4-482d-814c-08360b12c88a.wav,-1
267,turn-taking-projects/candor_wav/e46f4f37-d5e6-49d2-a794-20460963932f.wav,-1
268,turn-taking-projects/candor_wav/cd047d60-0b00-4b46-8f15-892fa5471510.wav,-1
269,turn-taking-projects/candor_wav/fe37221d-0db4-43d3-8ceb-41b9c2d917eb.wav,-1
270,turn-taking-projects/candor_wav/7c80ae4c-14c0-469b-b254-6ea3dc876e24.wav,-1
271,turn-taking-projects/candor_wav/49090cf7-f049-469d-91d6-e66e4f68059d.wav,speech
272,turn-taking-projects/candor_wav/84a41c3d-d43c-40c9-bcdd-ba3edb6dc7d6.wav,-1
273,turn-taking-projects/candor_wav/9795fef3-f31a-426a-9c5d-e4b5ddd51880.wav,babble
274,turn-taking-projects/candor_wav/3edbfb87-6b83-4dd0-a4d8-09ca1eba6a3e.wav,-1
275,turn-taking-projects/candor_wav/33528414-6a77-4fde-a01a-aebbad5fc3d8.wav,-1
276,turn-taking-projects/candor_wav/5fa25b94-a44f-4677-88c4-94e8a40805f9.wav,-1
277,turn-taking-projects/candor_wav/43a0eb07-4a0c-4766-bdcf-00eb87dfbb5d.wav,-1
278,turn-taking-projects/candor_wav/a7b14ca1-0b36-42b9-ad4a-50f0eb094035.wav,-1
